"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"3473","Sclerotinia sclerotiorum","Index to Volume XX","","Mycologia","20","6","p354 - p364",1928,"10.1080/00275514.1928.12016926","24-Sep-18","https://doi.org/10.1080/00275514.1928.12016926",NA
"3474","Sclerotinia sclerotiorum","Second Supplement to the Revised List of Plant Diseases in Tanganyika Territory","G B Wallace, M M Wallace","The East African Agricultural Journal","13","1","p61 - p64",1947,"10.1080/03670074.1947.11664584","18-Dec-15","https://doi.org/10.1080/03670074.1947.11664584",NA
"3475","Sclerotinia sclerotiorum","A Review of Apothecial Production by Monilinia Fungi in Japan","Y Harada, H J Willetts","Mycologia","76","2","p314 - p325",1984,"10.1080/00275514.1984.12023840","12-Sep-18","https://doi.org/10.1080/00275514.1984.12023840",NA
"3476","Sclerotinia sclerotiorum","A Simple Technique for Investigating Stromatal Formation in the Sclerotiniaceae","Richard P Korf, Carmine Noviello","Mycologia","53","3","p237 - p243",1961,"10.1080/00275514.1961.12017956","12-Sep-18","https://doi.org/10.1080/00275514.1961.12017956",NA
"3477","Sclerotinia sclerotiorum","Growth and Sporulation of Botrytis Convoluta with Various Carbon and Nitrogen Sources","John L Maas, R L Powelson","Mycologia","64","4","p897 - p903",1972,"10.1080/00275514.1972.12019339","12-Sep-18","https://doi.org/10.1080/00275514.1972.12019339",NA
"3478","Sclerotinia sclerotiorum","Effect of environmental factors and precursors on oxalic acid production, mycelial biomass and virulence of a potential bioherbicide isolate of Sclerotium rolfsii SC64 produced in liquid culture","Bruce A Auld, Hua-Qi He, Sheng Qiang, Wei Tang, Yun-Zhi Zhu","Biocontrol Science and Technology","21","8","p917 - p927",2011,"10.1080/09583157.2011.596274","1-Aug-11","https://doi.org/10.1080/09583157.2011.596274",NA
"3479","Sclerotinia sclerotiorum","Isolation of Cadmium and Lead Tolerant Plant Growth Promoting Rhizobacteria: Lysinibacillus varians and Pseudomonas putida from Indian Agricultural Soil","Amit Kumar Pal, Chandan Sengupta","Soil and Sediment Contamination: An International Journal","28","7","p601 - p629",2019,"10.1080/15320383.2019.1637398","22-Jul-19","https://doi.org/10.1080/15320383.2019.1637398",NA
"3480","Sclerotinia sclerotiorum","Studies in the Morphology of the Ascomycetes I. The Stroma and the Compound Fructification of the Dothideaceae and other Groups","C R Orton","Mycologia","16","2","p49 - p95",1924,"10.1080/00275514.1924.12020430","24-Sep-18","https://doi.org/10.1080/00275514.1924.12020430",NA
"3481","Sclerotinia sclerotiorum","Index to Volume LXI","","Mycologia","61","6","p1186 - p1218",1969,"10.1080/00275514.1969.12018855","12-Sep-18","https://doi.org/10.1080/00275514.1969.12018855",NA
"3482","Sclerotinia sclerotiorum","Septotinia, A New Genus of the Ciborioideae","H H Whetzel","Mycologia","29","1","p128 - p146",1937,"10.1080/00275514.1937.12017184","24-Sep-18","https://doi.org/10.1080/00275514.1937.12017184",NA
"3483","Sclerotinia sclerotiorum","Index to Volume 83","","Mycologia","83","6","p847 - p870",1991,"10.1080/00275514.1991.12026096","29-Aug-18","https://doi.org/10.1080/00275514.1991.12026096",NA
"3484","Sclerotinia sclerotiorum","North American Hyaline-Spored Species of the Geoglosseae","E B Mains","Mycologia","47","6","p846 - p877",1955,"10.1080/00275514.1955.12024501","13-Sep-18","https://doi.org/10.1080/00275514.1955.12024501",NA
"3485","Sclerotinia sclerotiorum","Index to Volume LX","","Mycologia","60","6","p1257 - p1287",1968,"10.1080/00275514.1968.12018695","12-Sep-18","https://doi.org/10.1080/00275514.1968.12018695",NA
"3486","Sclerotinia sclerotiorum","Purification and Characterization of an Endopolygalacturonase from Physalospora piricola","Osamu Kagawa, Tomohiro Kutsuzawa, Toshihide Matsue, Kazuo Miyairi, Toshikatsu Okuno","Bioscience, Biotechnology, and Biochemistry","58","10","p1909 - p1910",1994,"10.1271/bbb.58.1909","12-Jun-14","https://doi.org/10.1271/bbb.58.1909",NA
"3487","Sclerotinia sclerotiorum","Index to Volume 88","","Mycologia","88","6","p1037 - p1054",1996,"10.1080/00275514.1996.12026748","28-Aug-18","https://doi.org/10.1080/00275514.1996.12026748",NA
"3488","Sclerotinia sclerotiorum","Scanning Electron Microscopic Studies of Corticium Rolfsii Sclerotia Parasitized by Aspergillus Terreus","S Akai, H Kunoh, H Shigemitsu","Mycologia","70","5","p935 - p943",1978,"10.1080/00275514.1978.12020311","12-Sep-18","https://doi.org/10.1080/00275514.1978.12020311",NA
"3489","Sclerotinia sclerotiorum","Ex situ conservation and exploitation of fungi in Italy","P Angelini, M Bencivenga, P Buzzini, D Donnini, M L Gargano, O Maggi, L Pecoraro, A M Persiani, E Savino, V Tigini, B Turchetti, G Vannacci, G C Varese, G Venturella, A Zambonelli","Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology","145","4","p997 - p1005",2011,"10.1080/11263504.2011.633119","20-Dec-11","https://doi.org/10.1080/11263504.2011.633119",NA
"3490","Sclerotinia sclerotiorum","Index to Volume XXXVII","","Mycologia","37","6","p803 - p815",1945,"10.1080/00275514.1945.12024033","24-Sep-18","https://doi.org/10.1080/00275514.1945.12024033",NA
"3491","Sclerotinia sclerotiorum","Host Lists of Kenyan Fungi and Bacteria","","East African Agricultural and Forestry Journal","45","sup1","p1 - p15",1986,"10.1080/00128325.1986.11663057","15-Dec-15","https://doi.org/10.1080/00128325.1986.11663057",NA
"3492","Sclerotinia sclerotiorum","Diseases of Pyrethrum in Kenya","R A Robinson","East African Agricultural and Forestry Journal","28","3","p164 - p167",1963,"10.1080/00128325.1963.11661866","11-Dec-15","https://doi.org/10.1080/00128325.1963.11661866",NA
"3493","Sclerotinia sclerotiorum","Index to Volume 79","","Mycologia","79","6","p924 - p952",1987,"10.1080/00275514.1987.12025488","12-Sep-18","https://doi.org/10.1080/00275514.1987.12025488",NA
"3494","Sclerotinia sclerotiorum","Index to Volume 92","","Mycologia","92","6","p1222 - p1251",2000,"10.1080/00275514.2000.12061271","4-Jun-19","https://doi.org/10.1080/00275514.2000.12061271",NA
"3495","Sclerotinia sclerotiorum","Effects of sulfur, zinc, iron, copper, manganese, and boron applications on sunflower yield and plant nutrient concentration","B R Hilton, J C Zubriski","Communications in Soil Science and Plant Analysis","16","4","p411 - p425",1985,"10.1080/00103628509367615","11-Nov-08","https://doi.org/10.1080/00103628509367615",NA
"3496","Sclerotinia sclerotiorum","Index to Volume 84","","Mycologia","84","6","p957 - p982",1992,"10.1080/00275514.1992.12026237","29-Aug-18","https://doi.org/10.1080/00275514.1992.12026237",NA
"3497","Sclerotinia sclerotiorum","Index to Volume XXIII","","Mycologia","23","6","p504 - p515",1931,"10.1080/00275514.1931.12017057","24-Sep-18","https://doi.org/10.1080/00275514.1931.12017057",NA
"3498","Sclerotinia sclerotiorum","Index to Volume LIII","","Mycologia","53","6","p632 - p642",1961,"10.1080/00275514.1961.12017991","12-Sep-18","https://doi.org/10.1080/00275514.1961.12017991",NA
"3499","Sclerotinia sclerotiorum","In vitro effect of recombinant amaranth cystatin (AhCPI) on spore germination, mycelial growth, stress response and cellular integrity of Aspergillus niger and Aspergillus parasiticus","Ana María Correa-González, Dora Linda Guzmán-de-Peña, Claudia G León-Ramírez, Silvia Valdés-Rodríguez, Laura Valdés-Santiago","Mycology","6","4-Mar","p168 - p175",2015,"10.1080/21501203.2015.1112857","19-Nov-15","https://doi.org/10.1080/21501203.2015.1112857",NA
"3500","Sclerotinia sclerotiorum","Phialide arrangement and character evolution in the helotialean anamorph genera Cadophora and Phialocephala","Randolph S Currah, Melissa J Day, Jocelyn C Hall","Mycologia","104","2","p371 - p381",2012,"10.3852/11-059","20-Jan-17","https://doi.org/10.3852/11-059",NA
"3501","Sclerotinia sclerotiorum","Plant dermatitis. Possible culprits go far beyond poison ivy","Gregory Juckett","Postgraduate Medicine","100","3","p159 - p171",1996,"10.3810/pgm.1996.09.75","30-Jun-15","https://doi.org/10.3810/pgm.1996.09.75",NA
"3502","Sclerotinia sclerotiorum","Transmission of the M2 double-stranded RNA in Rhizoctonia solani anastomosis group 3 (AG-3)","Nikki D Charlton, Marc A Cubeta","Mycologia","99","6","p859 - p867",2007,"10.1080/15572536.2007.11832517","23-Jan-17","https://doi.org/10.1080/15572536.2007.11832517",NA
"3503","Sclerotinia sclerotiorum","Comparative growth, morphology, and physiology of three Sclerotium species","A Damiani, Z K Punja","Mycologia","88","5","p694 - p706",1996,"10.1080/00275514.1996.12026706","28-Aug-18","https://doi.org/10.1080/00275514.1996.12026706",NA
"3504","Sclerotinia sclerotiorum","Index to Volume XXII","","Mycologia","22","6","p325 - p334",1930,"10.1080/00275514.1930.12017020","24-Sep-18","https://doi.org/10.1080/00275514.1930.12017020",NA
"3505","Sclerotinia sclerotiorum","Plant Pathogen Eradication During Composting: A Literature Review","Daryl McCartney, Jalpa P Tewari, Kristine M Wichuk","Compost Science & Utilization","19","4","p244 - p266",2011,"10.1080/1065657x.2011.10737008","23-Jul-13","https://doi.org/10.1080/1065657x.2011.10737008",NA
"3506","Sclerotinia sclerotiorum","Index to Volume 86","","Mycologia","86","6","p880 - p897",1994,"10.1080/00275514.1994.12026494","29-Aug-18","https://doi.org/10.1080/00275514.1994.12026494",NA
"3507","Sclerotinia sclerotiorum","Index to Volume 90","","Mycologia","90","6","p1098 - p1118",1998,"10.1080/00275514.1998.12027012","28-Aug-18","https://doi.org/10.1080/00275514.1998.12027012",NA
"3508","Sclerotinia sclerotiorum","Contribution to the Checklist of Soil-inhabiting Fungi in Korea","Seung-Beom Hong, Chang-Yung Kim, Seonju Lee","Mycobiology","31","1","p9 - p18",2003,"10.4489/myco.2003.31.1.009","22-Jun-18","https://doi.org/10.4489/myco.2003.31.1.009",NA
"3509","Sclerotinia sclerotiorum","Myrtus communis essential oils: insecticidal, antioxidant and antimicrobial activities: a review","Susana Dandlen, Aicha Hennia, Maria Graça Miguel, Said Nemmiche","Journal of Essential Oil Research","31","6","p487 - p545",2019,"10.1080/10412905.2019.1611672","20-May-19","https://doi.org/10.1080/10412905.2019.1611672",NA
"3510","Sclerotinia sclerotiorum","Scleroglucan","Brian McNeil, Yuchun Wang","Critical Reviews in Biotechnology","16","3","p185 - p215",1996,"10.3109/07388559609147421","27-Sep-08","https://doi.org/10.3109/07388559609147421",NA
"3511","Sclerotinia sclerotiorum","Index to Volume 91","","Mycologia","91","6","p1106 - p1127",1999,"10.1080/00275514.1999.12061121","4-Jun-19","https://doi.org/10.1080/00275514.1999.12061121",NA
"3512","Sclerotinia sclerotiorum","Chestnut Blight: The Classical Problem of an Introduced Pathogen","Sandra L Anagnostakis","Mycologia","79","1","p23 - p37",1987,"10.1080/00275514.1987.12025367","12-Sep-18","https://doi.org/10.1080/00275514.1987.12025367",NA
"3513","Sclerotinia sclerotiorum","Index to Volume 85","","Mycologia","85","6","p1036 - p1069",1993,"10.1080/00275514.1993.12026369","29-Aug-18","https://doi.org/10.1080/00275514.1993.12026369",NA
"3514","Sclerotinia sclerotiorum","Index to Volume LXX","","Mycologia","70","6","p1320 - p1359",1978,"10.1080/00275514.1978.12020363","12-Sep-18","https://doi.org/10.1080/00275514.1978.12020363",NA
"3515","Sclerotinia sclerotiorum","Physiological Determinants of Crop Growth and Yield in Maize, Sunflower and Soybean. Their Application to Crop Management, Modeling and Breeding","F H Andrade, L Echarte, V O Sadras, C R C Vega","Journal of Crop Improvement","14","2-Jan","p51 - p101",2005,"10.1300/j411v14n01_05","3-Oct-08","https://doi.org/10.1300/j411v14n01_05",NA
"3516","Sclerotinia sclerotiorum","The protochecklist of North American nonlichenized Fungi","Scott T Bates, Andrew N Miller, The Macrofungi Collections And Microfungi Collections Consortia","Mycologia","110","6","p1222 - p1348",2018,"10.1080/00275514.2018.1515410","28-Nov-18","https://doi.org/10.1080/00275514.2018.1515410",NA
"3517","Sclerotinia sclerotiorum","ITS Primers with Enhanced Specificity to Detect the Ectomycorrhizal Fungi in the Roots of Wood Plants","Hung-Chae Chung, Dong-Hun Kim, Sang-Sun Lee, Shoji Ohga","Mycobiology","31","1","p23 - p31",2003,"10.4489/myco.2003.31.1.023","22-Jun-18","https://doi.org/10.4489/myco.2003.31.1.023",NA
"3518","Sclerotinia sclerotiorum","Mycotoxins: A review of biological effects and their role in human diseases","A Wallace Hayes","Clinical Toxicology","17","1","p45 - p83",1980,"10.3109/15563658008985070","25-Sep-08","https://doi.org/10.3109/15563658008985070",NA
"3519","Sclerotinia sclerotiorum","Index to Volume XLIX","","Mycologia","49","6","p941 - p956",1957,"10.1080/00275514.1957.12024704","17-Sep-18","https://doi.org/10.1080/00275514.1957.12024704",NA
"3520","Sclerotinia sclerotiorum","Index to Volume LII","","Mycologia","52","6","p973 - p991",1960,"10.1080/00275514.1960.12024971","12-Sep-18","https://doi.org/10.1080/00275514.1960.12024971",NA
"3521","Sclerotinia sclerotiorum","Index to Volume LXVI","","Mycologia","66","6","p1063 - p1090",1974,"10.1080/00275514.1974.12019714","12-Sep-18","https://doi.org/10.1080/00275514.1974.12019714",NA
"3522","Sclerotinia sclerotiorum","Index to Volume XXXV","","Mycologia","35","6","p669 - p682",1943,"10.1080/00275514.1943.12017525","24-Sep-18","https://doi.org/10.1080/00275514.1943.12017525",NA
"3523","Sclerotinia sclerotiorum","Index to Volume XXVI","","Mycologia","26","6","p559 - p567",1934,"10.1080/00275514.1934.12020747","24-Sep-18","https://doi.org/10.1080/00275514.1934.12020747",NA
"3524","Sclerotinia sclerotiorum","Index to Volume XXXVI","","Mycologia","36","6","p689 - p699",1944,"10.1080/00275514.1944.12017585","24-Sep-18","https://doi.org/10.1080/00275514.1944.12017585",NA
"3525","Sclerotinia sclerotiorum","Index to Volume XXV","","Mycologia","25","6","p553 - p570",1933,"10.1080/00275514.1933.12020694","24-Sep-18","https://doi.org/10.1080/00275514.1933.12020694",NA
"3526","Sclerotinia sclerotiorum","Index to Volume 82","","Mycologia","82","6","p806 - p833",1990,"10.1080/00275514.1990.12025971","29-Aug-18","https://doi.org/10.1080/00275514.1990.12025971",NA
"3527","Sclerotinia sclerotiorum","Index to Volume 76","","Mycologia","76","6","p1127 - p1152",1984,"10.1080/00275514.1984.12023963","12-Sep-18","https://doi.org/10.1080/00275514.1984.12023963",NA
"3528","Sclerotinia sclerotiorum","Index to Volume LIV","","Mycologia","54","6","p730 - p741",1962,"10.1080/00275514.1962.12025054","12-Sep-18","https://doi.org/10.1080/00275514.1962.12025054",NA
"3529","Sclerotinia sclerotiorum","Index to Volume 78","","Mycologia","78","6","p984 - p1011",1986,"10.1080/00275514.1986.12025364","12-Sep-18","https://doi.org/10.1080/00275514.1986.12025364",NA
"3530","Sclerotinia sclerotiorum","Index to Volume LXV","","Mycologia","65","6","p1385 - p1418",1973,"10.1080/00275514.1973.12019565","12-Sep-18","https://doi.org/10.1080/00275514.1973.12019565",NA
"3531","Sclerotinia sclerotiorum","Index to Volume 93","","Mycologia","93","6","p1237 - p1268",2001,"10.1080/00275514.2001.12063259","4-Jun-19","https://doi.org/10.1080/00275514.2001.12063259",NA
"3532","Sclerotinia sclerotiorum","Rhizoctonia Solani as a Parasite of Fungi","Edward E Butler","Mycologia","49","3","p354 - p373",1957,"10.1080/00275514.1957.12024650","13-Sep-18","https://doi.org/10.1080/00275514.1957.12024650",NA
"3533","Sclerotinia sclerotiorum","Index to Volume XLIII","","Mycologia","43","6","p734 - p744",1951,"10.1080/00275514.1951.12024169","13-Sep-18","https://doi.org/10.1080/00275514.1951.12024169",NA
"3534","Sclerotinia sclerotiorum","Index to Volume 81","","Mycologia","81","6","p947 - p973",1989,"10.1080/00275514.1989.12025691","29-Aug-18","https://doi.org/10.1080/00275514.1989.12025691",NA
"3535","Sclerotinia sclerotiorum","Index to Volume 87","","Mycologia","87","6","p926 - p939",1995,"10.1080/00275514.1995.12026618","29-Aug-18","https://doi.org/10.1080/00275514.1995.12026618",NA
"3536","Sclerotinia sclerotiorum","Index to Volume XLIV","","Mycologia","44","6","p873 - p882",1952,"10.1080/00275514.1952.12024245","13-Sep-18","https://doi.org/10.1080/00275514.1952.12024245",NA
"3537","Sclerotinia sclerotiorum","Index to Volume XLVII","","Mycologia","47","6","p925 - p940",1955,"10.1080/00275514.1955.12024510","13-Sep-18","https://doi.org/10.1080/00275514.1955.12024510",NA
"3538","Sclerotinia sclerotiorum","Index to Volume XVI","","Mycologia","16","6","p286 - p295",1924,"10.1080/00275514.1924.12020449","24-Sep-18","https://doi.org/10.1080/00275514.1924.12020449",NA
"3539","Sclerotinia sclerotiorum","Index to Volume XXVII","","Mycologia","27","6","p652 - p660",1935,"10.1080/00275514.1935.12017109","24-Sep-18","https://doi.org/10.1080/00275514.1935.12017109",NA
"3540","Sclerotinia sclerotiorum","Index to Volume XXIX","","Mycologia","29","6","p733 - p743",1937,"10.1080/00275514.1937.12017245","24-Sep-18","https://doi.org/10.1080/00275514.1937.12017245",NA
