"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"6289","Sclerotinia soybean","Characterization of a novel single-stranded RNA mycovirus related to invertebrate viruses from the plant pathogen Verticillium dahliae","Archives of Virology",NA,163,"3","10.1007/s00705-017-3644-2","M. Carmen CañizaresFrancisco J. López-EscuderoEncarnación Pérez-ArtésMaría D. García-Pedrajas",2018,"http://link.springer.com/article/10.1007/s00705-017-3644-2","Article",NA
"6290","Sclerotinia soybean","Antimicrobial activity of Bacillus amyloliquefaciens EMD17 isolated from Cheonggukjang and potential use as a starter for fermented soy foods","Food Science and Biotechnology",NA,25,"2","10.1007/s10068-016-0073-z","Jae Yong LeeJae Min ShimZhuang YaoXiaoming LiuKang Wook LeeHyun-Jin KimKyung-Sik HamJeong Hwan Kim",2016,"http://link.springer.com/article/10.1007/s10068-016-0073-z","Article",NA
"6291","Sclerotinia soybean","Abstracts of presentations at the 32nd Congress of the Israeli Phytopathological Society","Phytoparasitica",NA,39,"3","10.1007/s12600-011-0152-x","",2011,"http://link.springer.com/article/10.1007/s12600-011-0152-x","Article",NA
"6292","Sclerotinia soybean","Characteristics and antimicrobial activity of Bacillus subtilis strains isolated from soil","World Journal of Microbiology and Biotechnology",NA,26,"7","10.1007/s11274-009-0290-1","Sevdalina TodorovaLubka Kozhuharova",2010,"http://link.springer.com/article/10.1007/s11274-009-0290-1","Article",NA
"6293","Sclerotinia soybean","Fats & oils news","Journal of the American Oil Chemists’ Society",NA,65,"12","10.1007/BF02545997","",1988,"http://link.springer.com/article/10.1007/BF02545997","Article",NA
"6294","Sclerotinia soybean","Will transgenic plants adversely affect the environment?","Journal of Biosciences",NA,30,"4","10.1007/BF02703726","Vassili V. VelkovAlexander B. MedvinskyMikhail S. SokolovAnatoly I. Marchenko",2005,"http://link.springer.com/article/10.1007/BF02703726","Article",NA
"6295","Sclerotinia soybean","Cloning and characterization of a novel chitinase gene (chi46) from Chaetomium globosum and identification of its biological activity","Applied Microbiology and Biotechnology",NA,80,"2","10.1007/s00253-008-1543-x","Z.H. LiuQ. YangS. HuJ.D. ZhangJ. Ma",2008,"http://link.springer.com/article/10.1007/s00253-008-1543-x","Article",NA
"6296","Sclerotinia soybean","Modelling soil borne fungal pathogens of arable crops under climate change","International Journal of Biometeorology",NA,58,"10","10.1007/s00484-014-0808-6","L. M. ManiciS. BregaglioD. FumagalliM. Donatelli",2014,"http://link.springer.com/article/10.1007/s00484-014-0808-6","Article",NA
"6297","Sclerotinia soybean","Taxonomy of the order Mononegavirales: update 2016","Archives of Virology",NA,161,"8","10.1007/s00705-016-2880-1","Claudio L. AfonsoGaya K. AmarasingheKrisztián BányaiYīmíng BàoChristopher F. BaslerSina BavariNicolás BejermanKim R. BlasdellFrançois-Xavier BriandThomas BrieseAlexander BukreyevCharles H. CalisherKartik ChandranJiāsēn ChéngAnna N. ClawsonPeter L. Collins",2016,"http://link.springer.com/article/10.1007/s00705-016-2880-1","Article",NA
"6298","Sclerotinia soybean","Quantitative trait loci for lodging resistance, plant height and partial resistance to mycosphaerella blight in field pea (Pisum sativum L.)","Theoretical and Applied Genetics",NA,107,"8","10.1007/s00122-003-1379-9","B. Tar'anT. WarkentinD. J. SomersD. MirandaA. VandenbergS. BladeS. WoodsD. BingA. XueD. DeKoeyerG. Penner",2003,"http://link.springer.com/article/10.1007/s00122-003-1379-9","Article",NA
"6299","Sclerotinia soybean","Detection of pea wilt pathogen Fusarium oxysporum f. sp. pisi using DNA-based markers","Journal of Plant Biochemistry and Biotechnology",NA,27,"3","10.1007/s13562-018-0443-0","Kamal Dev SharmaHemlataRajeev RathourR. K. KapilaY. S. Paul",2018,"http://link.springer.com/article/10.1007/s13562-018-0443-0","Article",NA
"6300","Sclerotinia soybean","Chemical control of plant diseases","Journal of General Plant Pathology",NA,79,"6","10.1007/s10327-013-0470-6","Takashi HirookaHideo Ishii",2013,"http://link.springer.com/article/10.1007/s10327-013-0470-6","Article",NA
"6301","Sclerotinia soybean","Antifungal substances produced by Penicillium oxalicum strain PY-1—potential antibiotics against plant pathogenic fungi","World Journal of Microbiology and Biotechnology",NA,24,"7","10.1007/s11274-007-9626-x","Liping YangJiatao XieDaohong JiangYanping FuGuoqing LiFangcan Lin",2008,"http://link.springer.com/article/10.1007/s11274-007-9626-x","Article",NA
"6302","Sclerotinia soybean","Disease resistance in cool-season forage, range, and turf grasses","The Botanical Review",NA,33,"4","10.1007/BF02858740","Samuel W. Braverman",1967,"http://link.springer.com/article/10.1007/BF02858740","Article",NA
"6303","Sclerotinia soybean","Relationship between mycoparasites lifestyles and biocontrol behaviors against Fusarium spp. and mycotoxins production","Applied Microbiology and Biotechnology",NA,100,"12","10.1007/s00253-016-7539-z","Seon Hwa KimVladimir Vujanovic",2016,"http://link.springer.com/article/10.1007/s00253-016-7539-z","Article",NA
"6304","Sclerotinia soybean","Managing grazing animals to achieve nutrient cycling and soil improvement in no-till integrated systems","Nutrient Cycling in Agroecosystems",NA,88,"2","10.1007/s10705-010-9360-x","Paulo César de Faccio CarvalhoIbanor AnghinoniAnibal de MoraesEdicarlos Damacena de SouzaReuben Mark SulcClaudete Reisdorfer LangJoão Paulo Cassol FloresMarília Lazzarotto Terra LopesJamir Luis Silva da SilvaOsmar ConteCristiane de Lima WespRenato LevienRenato Serena FontaneliCimelio Bayer",2010,"http://link.springer.com/article/10.1007/s10705-010-9360-x","Article",NA
"6305","Sclerotinia soybean","Antagonism between Gliodadium roseum, Trichoderma harzianum, or Trichothecium roseum and Phytophthora megasperma f. sp. glydnea","Mycopathologia",NA,103,"3","10.1007/BF00436811","M. B. Al-HeetiJ. B. Sinclair",1988,"http://link.springer.com/article/10.1007/BF00436811","Article",NA
"6306","Sclerotinia soybean","Conventional and Non-conventional Edible Oils: An Indian Perspective","Journal of the American Oil Chemists' Society",NA,91,"2","10.1007/s11746-013-2400-3","Monika ChoudharyJasvinder Kaur SanghaKiran Grover",2014,"http://link.springer.com/article/10.1007/s11746-013-2400-3","Article",NA
"6307","Sclerotinia soybean","Root flavonoids","The Botanical Review",NA,56,"1","10.1007/BF02858531","Adhikarla S. Rao",1990,"http://link.springer.com/article/10.1007/BF02858531","Article",NA
"6308","Sclerotinia soybean","Abstracts of the 8th international geminivirus symposium and the 6th international ssDNA comparative virology workshop, 7–10th November 2016, New Delhi","VirusDisease",NA,27,"4","10.1007/s13337-016-0351-7","Anirban Roy",2016,"http://link.springer.com/article/10.1007/s13337-016-0351-7","Article",NA
"6309","Sclerotinia soybean","Biological Control of Plant Diseases: The European Situation","European Journal of Plant Pathology",NA,114,"3","10.1007/s10658-005-0233-0","Claude AlabouvetteChantal OlivainChristian Steinberg",2006,"http://link.springer.com/article/10.1007/s10658-005-0233-0","Article",NA
"6310","Sclerotinia soybean","Plant nutrition for management of white mold in sweet basil","Phytoparasitica",NA,47,"1","10.1007/s12600-019-00716-3","Dalia Rav DavidUri YermiyahuMoshe FogelInna FaingoldYigal Elad",2019,"http://link.springer.com/article/10.1007/s12600-019-00716-3","Article",NA
"6311","Sclerotinia soybean","Phenotypic recurrent selection in ideotype breeding of pinto beans","Euphytica",NA,36,"1","10.1007/BF00730649","J. D. KellyM. W. Adams",1987,"http://link.springer.com/article/10.1007/BF00730649","Article",NA
"6312","Sclerotinia soybean","Abstracts Of Contributed Papers — National Plant Pathology Conference, Sydney, May 1974","Australian Plant Pathology Society Newsletter",NA,3,"1","10.1071/APP9740001","F. ArentzW. A. HeatherB. H. PrattM. BurnbierisG. C. MarksF. Y. KassabyB. H. PrattC. J. ShepherdW. A. HeatherP. A. TaylorB. H. PrattW. A. HeatherC. J. shepherdA. L. BertusJ. WalkerC. K. S. Chou",1974,"http://link.springer.com/article/10.1071/APP9740001","Article",NA
"6313","Sclerotinia soybean","Identification of novel double-stranded RNA mycoviruses of Fusarium virguliforme and evidence of their effects on virulence","Archives of Virology",NA,159,"2","10.1007/s00705-013-1760-1","Rita A. MarvelliHouston A. HobbsShuxian LiNancy K. McCoppinLeslie L. DomierGlen L. HartmanDarin M. Eastburn",2014,"http://link.springer.com/article/10.1007/s00705-013-1760-1","Article",NA
"6314","Sclerotinia soybean","Alternative oxidase: Distribution, induction, properties, structure, regulation, and functions","Biochemistry (Moscow)",NA,79,"13","10.1134/S0006297914130112","A. G. RogovE. I. SukhanovaL. A. UralskayaD. A. AliverdievaR. A. Zvyagilskaya",2014,"http://link.springer.com/article/10.1134/S0006297914130112","Article",NA
"6315","Sclerotinia soybean","Calibration and verification of risk algorithms using logistic regression","European Journal of Plant Pathology",NA,102,"9","10.1007/BF01877054","Jonathan YuenEva TwengströmRoland Sigvald",1996,"http://link.springer.com/article/10.1007/BF01877054","Article",NA
"6316","Sclerotinia soybean","Molecular cloning, recombinant gene expression, and antifungal activity of cystatin from taro (Colocasia esculenta cv. Kaosiung no. 1)","Planta",NA,221,"4","10.1007/s00425-004-1462-8","A. H. YangK. W. Yeh",2005,"http://link.springer.com/article/10.1007/s00425-004-1462-8","Article",NA
"6317","Sclerotinia soybean","Selection of reference genes for quantitative reverse-transcription polymerase chain reaction normalization in Brassica napus under various stress conditions","Molecular Genetics and Genomics",NA,289,"5","10.1007/s00438-014-0853-1","Zheng WangYu ChenHedi FangHaifeng ShiKeping ChenZhiyan ZhangXiaoli Tan",2014,"http://link.springer.com/article/10.1007/s00438-014-0853-1","Article",NA
"6318","Sclerotinia soybean","Erratum","Mycopathologia et mycologia applicata",NA,52,"1","10.1007/BF02128739","",1974,"http://link.springer.com/article/10.1007/BF02128739","Article",NA
"6319","Sclerotinia soybean","Biological and fungicidal antagonism of Sclerotium cepivorum for controlling onion white rot disease","Annals of Microbiology",NA,63,"4","10.1007/s13213-013-0621-1","Moustafa E. ShalabyKamal E. GhoniemMohamed A. El-Diehi",2013,"http://link.springer.com/article/10.1007/s13213-013-0621-1","Article",NA
"6320","Sclerotinia soybean","General-index to volumes 26–50","Theoretical and Applied Genetics",NA,50,"6","10.1007/BF00573373","",1977,"http://link.springer.com/article/10.1007/BF00573373","Article",NA
"6321","Sclerotinia soybean","Ecology of microfungi","The Botanical Review",NA,33,"3","10.1007/BF02858637","Vasil T. Panasenko",1967,"http://link.springer.com/article/10.1007/BF02858637","Article",NA
"6322","Sclerotinia soybean","Genetically modified (GM) crops: milestones and new advances in crop improvement","Theoretical and Applied Genetics",NA,129,"9","10.1007/s00122-016-2747-6","Ayushi KamthanAbira ChaudhuriMohan KamthanAsis Datta",2016,"http://link.springer.com/article/10.1007/s00122-016-2747-6","Article",NA
"6323","Sclerotinia soybean","Chemical treatment of seedbeds to control nursery diseases","The Botanical Review",NA,30,"1","10.1007/BF02858613","O. Vaartaja",1964,"http://link.springer.com/article/10.1007/BF02858613","Article",NA
"6324","Sclerotinia soybean","Physiological effects of strobilurin and carboxamides on plants: an overview","Acta Physiologiae Plantarum",NA,42,"1","10.1007/s11738-019-2991-x","Amanda Cristina Esteves AmaroDaniel BaronElizabeth Orika OnoJoão Domingos Rodrigues",2019,"http://link.springer.com/article/10.1007/s11738-019-2991-x","Article",NA
"6325","Sclerotinia soybean","Signal perception in plant pathogen defense","Cellular and Molecular Life Sciences CMLS",NA,55,"2","10.1007/s000180050283","T. Nürnberger",1999,"http://link.springer.com/article/10.1007/s000180050283","Article",NA
"6326","Sclerotinia soybean","Abstracts of the Papers Presented in the XIX National Conference of Indian Virological Society, “Recent Trends in Viral Disease Problems and Management”, on 18–20 March, 2010, at S.V. University, Tirupati, Andhra Pradesh","Indian Journal of Virology",NA,21,"1","10.1007/s13337-011-0027-2","",2010,"http://link.springer.com/article/10.1007/s13337-011-0027-2","Article",NA
"6327","Sclerotinia soybean","Morphological and molecular discrimination of Colletotrichum truncatum causing anthracnose on lentil in Canada","Australasian Plant Pathology",NA,33,"4","10.1071/AP04058","R. FordS. BannizaW. PhotitaP. W. J. Taylor",2004,"http://link.springer.com/article/10.1071/AP04058","Article",NA
"6328","Sclerotinia soybean","Valorization of Lignocellulosic Biomass and Agri-food Processing Wastes for Production of Glucan Polymer","Waste and Biomass Valorization",NA,NA,"","10.1007/s12649-020-01267-z","Peyman AbdeshahianJesús Jiménez AscencioRafael R. PhilippiniFelipe Antonio Fernandes AntunesAndre S. de CarvalhoMojgan AbdeshahianJúlio César dos SantosSilvio Silvério da Silva",2020,"http://link.springer.com/article/10.1007/s12649-020-01267-z","Article",NA
"6329","Sclerotinia soybean","Diversity of plant oil seed-associated fungi isolated from seven oil-bearing seeds and their potential for the production of lipolytic enzymes","World Journal of Microbiology and Biotechnology",NA,28,"1","10.1007/s11274-011-0793-4","Balaji VenkatesagowdaEbenezer PonugupatyAneli M. BarbosaRobert F. H. Dekker",2012,"http://link.springer.com/article/10.1007/s11274-011-0793-4","Article",NA
"6330","Sclerotinia soybean","Fungal effectors, the double edge sword of phytopathogens","Current Genetics",NA,NA,"","10.1007/s00294-020-01118-3","Amrita PradhanSrayan GhoshDebashis SahooGopaljee Jha",2020,"http://link.springer.com/article/10.1007/s00294-020-01118-3","Article",NA
"6331","Sclerotinia soybean","Diseases of chickpea, lentil, pigeon pea, and tepary bean in Continental United States and Puerto Rico","Economic Botany",NA,35,"3","10.1007/BF02859123","Walter J. Kaiser",1981,"http://link.springer.com/article/10.1007/BF02859123","Article",NA
"6332","Sclerotinia soybean","Biological control of weeds by means of plant pathogens: Significance for integrated weed management in modern agro-ecology","BioControl",NA,46,"2","10.1023/A:1011477531101","R. Charudattan",2001,"http://link.springer.com/article/10.1023/A%3A1011477531101","Article",NA
"6333","Sclerotinia soybean","Author index","Archives of Microbiology",NA,106,"2-Jan","10.1007/BF00689220","",1975,"http://link.springer.com/article/10.1007/BF00689220","Article",NA
"6334","Sclerotinia soybean","Germination of dry, airborne conidia of Monilinia laxa and disease expression on nectarine fruit","Australasian Plant Pathology",NA,32,"1","10.1071/AP02063","R H. FourieG. Holz",2003,"http://link.springer.com/article/10.1071/AP02063","Article",NA
"6335","Sclerotinia soybean","Durability of resistance against fungal, bacterial and viral pathogens; present situation","Euphytica",NA,124,"2","10.1023/A:1015601731446","Jan E. Parlevliet",2002,"http://link.springer.com/article/10.1023/A%3A1015601731446","Article",NA
"6336","Sclerotinia soybean","Inhibition of Monilinia oxycocci by bacteria isolated from a cranberry marsh","BioControl",NA,44,"4","10.1023/A:1009986724409","Rickie P. VolandThomas E. JohnsonPatricia S. Mcmanus",1999,"http://link.springer.com/article/10.1023/A%3A1009986724409","Article",NA
"6337","Sclerotinia soybean","Breeding for yield in dry bean (Phaseolus vulgaris L.)","Euphytica",NA,102,"3","10.1023/A:1018392901978","James D. KellyJudith M. KolkmanKristin Schneider",1998,"http://link.springer.com/article/10.1023/A%3A1018392901978","Article",NA
"6338","Sclerotinia soybean","A novel ourmia-like mycovirus isolated from the plant pathogenic fungus Colletotrichum gloeosporioides","Archives of Virology",NA,164,"10","10.1007/s00705-019-04346-2","Jun GuoJun Zi ZhuXin Yu ZhouJie ZhongCai Hong LiZhi Gang ZhangHong Jian Zhu",2019,"http://link.springer.com/article/10.1007/s00705-019-04346-2","Article",NA
"6339","Sclerotinia soybean","Complete genome sequence of a novel mitovirus from the wheat stripe rust fungus Puccinia striiformis","Archives of Virology",NA,164,"3","10.1007/s00705-018-04134-4","Li ZhengJing ZhaoXiaofei LiangHua ZhuangTuo QiZhensheng Kang",2019,"http://link.springer.com/article/10.1007/s00705-018-04134-4","Article",NA
